row_id,sample_id,Canonical SMILES,source_type,outer_fold,group_id
22574,98c17cb35f16f828b32d,Cc1cc(C(=O)Nc2c(C)cccc2[N+](=O)[O-])no1,TOXRIC_only,5,98c17cb35f16f828b32d
22575,53207ba13e33b2dcac18,Cc1cc(C(=O)Nc2c(C)cncc2C)no1,TOXRIC_only,4,53207ba13e33b2dcac18
22576,0a5b2f02f85ed5947935,Cc1cc(C(=O)Nc2c(Cl)cccc2Cl)no1,TOXRIC_only,3,0a5b2f02f85ed5947935
22577,cffee85e88c7c8a65c63,Cc1cc(C(=O)Nc2ccccc2)no1,TOXRIC_only,2,cffee85e88c7c8a65c63
22578,59623379b2498bc884ba,Cc1cc(C(=O)Nc2ccccc2-c2ccccc2)no1,TOXRIC_only,2,59623379b2498bc884ba
22579,d29a152dd2d561f68c57,Cc1cc(C(=O)Nc2ccccc2C(F)(F)F)no1,TOXRIC_only,2,d29a152dd2d561f68c57
22580,37d65e7c5f912cfa6054,Cc1cc(C(=O)Nc2ccccc2C)no1,TOXRIC_only,4,37d65e7c5f912cfa6054
22581,8e58929f017a146db5e7,Cc1cc(C(=O)Nc2ccccc2Cc2ccccc2)no1,TOXRIC_only,1,8e58929f017a146db5e7
22582,eb054c05cd392ad69d60,Cc1cc(C(=O)Nc2ncccn2)no1,TOXRIC_only,5,eb054c05cd392ad69d60
22583,12600545e8b1f8513369,Cc1cc(C(=O)O)ccc1N=C1NC(=O)CS1,TOXRIC_only,2,12600545e8b1f8513369
22584,80d3cb8b43612c56de45,Cc1cc(C(=O)O)ccc1NC1=NCCS1,TOXRIC_only,3,80d3cb8b43612c56de45
22585,3654071bee85d982d173,Cc1cc(C(=O)OCc2cncc(Cl)c2)[nH]n1,TOXRIC_only,1,3654071bee85d982d173
22586,01b2702a133c395f3008,Cc1cc(C(=O)OCc2cncc(F)c2)[nH]n1,TOXRIC_only,2,01b2702a133c395f3008
22587,cb5645a4385e7f438cb3,Cc1cc(C(=O)OCc2cncc(F)c2)no1,TOXRIC_only,4,cb5645a4385e7f438cb3
22588,64c7a762fb6f85c43ae9,Cc1cc(C(=O)OCc2cncc(F)c2)on1,TOXRIC_only,5,64c7a762fb6f85c43ae9
22589,268e8d04b5baa0b73ccf,Cc1cc(C(=O)Oc2c(C)cccc2C)no1,TOXRIC_only,2,268e8d04b5baa0b73ccf
22590,3f91ea01fabee4759188,Cc1cc(C(=O)[N-][N+]#N)cc(C)n1,TOXRIC_only,3,3f91ea01fabee4759188
22591,13b919bda7c3c0cddda3,Cc1cc(C(=O)c2cc(I)c(O)c(I)c2)c(C)o1,TOXRIC_only,4,13b919bda7c3c0cddda3
22592,a5825717f6332857f765,Cc1cc(C(=O)c2ccc(Cl)cc2)cc(C)c1OC(C)(C)C(=O)O,TOXRIC_only,3,a5825717f6332857f765
22593,cd76a50f75a055f49a05,Cc1cc(C(=O)c2ccc(O)cc2)c(C)o1,TOXRIC_only,1,cd76a50f75a055f49a05
22594,7bedee5b79514b624362,Cc1cc(C(=O)n2nc(C)cc2C)on1,TOXRIC_only,2,7bedee5b79514b624362
22595,b76a084d5b5188f48548,Cc1cc(C(=S)c2cc(C)c(C)c(N)c2)cc(N)c1C,TOXRIC_only,3,b76a084d5b5188f48548
22596,64d9d5acb057c9f78b09,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,mixed,3,64d9d5acb057c9f78b09
22597,3ac94f5cbef767522b9e,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,mixed,4,3ac94f5cbef767522b9e
22598,39f272304715eebcc07c,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,mixed,4,39f272304715eebcc07c
22599,fc6f1af8ab51cd8d1af1,Cc1cc(C(C)(C)C)ccc1O,mixed,3,fc6f1af8ab51cd8d1af1
22600,369d72c1589c0364e69f,Cc1cc(C(C)N)ccc1OC1CCCCC1,TOXRIC_only,1,369d72c1589c0364e69f
22601,1ebd02e1a24807ca73eb,Cc1cc(C(F)(F)C(F)F)n(-c2nc(-c3ccc(O)c(O)c3)cs2)n1,TOXRIC_only,5,1ebd02e1a24807ca73eb
22602,73e338b0550ccf59f098,Cc1cc(C)[n+](Cc2ccc(C[n+]3c(C)cc(C)cc3C)cc2)c(C)c1,TOXRIC_only,5,73e338b0550ccf59f098
22603,30602567fb3990b1bce5,Cc1cc(C)[n+]([N-]C(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)c(C)c1,TOXRIC_only,5,30602567fb3990b1bce5
22604,2a48b96feb380225bc10,Cc1cc(C)[n+]2c(-c3ccccc3)csc2n1,TOXRIC_only,2,2a48b96feb380225bc10
22605,2e5f13953f73443cc12e,Cc1cc(C)[n+]2c(C)csc2n1,TOXRIC_only,4,2e5f13953f73443cc12e
22606,a1b2d08363cc8f61b8c2,Cc1cc(C)[n+]2c(n1)N(C)CC2,TOXRIC_only,4,a1b2d08363cc8f61b8c2
22607,0a2642a1c64ffdb5042e,Cc1cc(C)[n+]2c(n1)NCC2,TOXRIC_only,3,0a2642a1c64ffdb5042e
22608,21eaa2ba26a0ff8d1896,Cc1cc(C)[n+]2c(n1)SCC2,TOXRIC_only,1,21eaa2ba26a0ff8d1896
22609,012d488174e5f67b73bd,Cc1cc(C)[n+]2c(n1)sc1ccccc12,TOXRIC_only,2,012d488174e5f67b73bd
22610,cd80dd9bd0fa7c5b0ca3,Cc1cc(C)[n+]2c3ccccc3n(C)c2n1,TOXRIC_only,1,cd80dd9bd0fa7c5b0ca3
22611,14cfbfe38cf147bd6178,Cc1cc(C)[n+]2ccsc2n1,mixed,4,14cfbfe38cf147bd6178
22612,2614adba9df097658e89,Cc1cc(C)[nH]n1,mixed,5,2614adba9df097658e89
22613,8161ed989b21f15a9720,Cc1cc(C)c(-c2cc3ccc(C(=O)c4ccc(O)cc4)cc3o2)c(C)c1,TOXRIC_only,4,8161ed989b21f15a9720
22614,8d65365d2204208e910a,Cc1cc(C)c(-c2oc3ccccc3c2C(=O)c2cc(I)c(O)c(I)c2)c(C)c1,TOXRIC_only,5,8d65365d2204208e910a
22615,f2de0455d89b7252fc6c,Cc1cc(C)c(/C=N/NC(=O)CN2CCN(C)CC2)c(C)c1,TOXRIC_only,5,f2de0455d89b7252fc6c
22616,e1b1b428b70e8eb0a66f,Cc1cc(C)c(C#N)c(=S)[nH]1,TOXRIC_only,5,e1b1b428b70e8eb0a66f
22617,a0b1d63c226c9232c9ed,Cc1cc(C)c(C(=O)C=CCl)c(C)c1,TOXRIC_only,4,a0b1d63c226c9232c9ed
22618,5606ffbfd0c325b00fb2,Cc1cc(C)c(C(=O)Nc2cc(C)on2)c(C)c1,TOXRIC_only,3,5606ffbfd0c325b00fb2
22619,0bf2e6b60ec578cbf382,Cc1cc(C)c(C(=O)O)c(C)c1,mixed,3,0bf2e6b60ec578cbf382
22620,d16002de543d279e68b8,Cc1cc(C)c(C(=O)O)cc1C,mixed,5,d16002de543d279e68b8
22621,d4a520c8e461ed2e52da,Cc1cc(C)c(C(O)C=Cc2ccc3c(c2)OCO3)c(C)c1,TOXRIC_only,2,d4a520c8e461ed2e52da
22622,2add25231e73adae01ba,Cc1cc(C)c(C(OCCN(C)C)c2ccccc2)c(C)c1,TOXRIC_only,4,2add25231e73adae01ba
22623,8527e0a8c3695230ac9b,Cc1cc(C)c(C)c(/C=N/NC(=O)CCN(C)C(C)Cc2ccccc2)c1C,TOXRIC_only,5,8527e0a8c3695230ac9b
22624,c4108c150a88e44c480a,Cc1cc(C)c(C)c(/C=N/NC(=O)CN2CCN(C)CC2)c1C,TOXRIC_only,3,c4108c150a88e44c480a
22625,183e5d417ea3f54bde45,Cc1cc(C)c(C)c(C(=O)C(C)(C)n2ccnc2)c1C,TOXRIC_only,5,183e5d417ea3f54bde45
22626,eb0788f9a020332ee9f5,Cc1cc(C)c(C)c(C(=O)C(C)n2ccnc2)c1C,TOXRIC_only,5,eb0788f9a020332ee9f5
22627,1f447602ad471accec0a,Cc1cc(C)c(C)c(C(=O)CCn2ccnc2)c1C,TOXRIC_only,2,1f447602ad471accec0a
22628,eec9c41f4938c3267d8c,Cc1cc(C)c(C)c(C(=O)Cn2ccnc2)c1C,TOXRIC_only,3,eec9c41f4938c3267d8c
22629,9036b2481d1726ad4353,Cc1cc(C)c(C)c(C(=O)Nc2ccncc2)c1C,TOXRIC_only,1,9036b2481d1726ad4353
22630,1d984c0ad58ec8b43834,Cc1cc(C)c(C)c(C(=O)Nc2ncnc3nc[nH]c23)c1C,TOXRIC_only,5,1d984c0ad58ec8b43834
22631,8d4ccb0f50be8946ddeb,Cc1cc(C)c(C)c(C(=O)O)c1C,mixed,3,8d4ccb0f50be8946ddeb
22632,ea15303fa6bfe514b0d0,Cc1cc(C)c(C)c(C(=O)Oc2c([N+](=O)[O-])ccc3cccnc23)c1C,TOXRIC_only,3,ea15303fa6bfe514b0d0
22633,4837ac55521364d58308,Cc1cc(C)c(C)c(C(=O)n2cnc3c(N)ncnc32)c1C,TOXRIC_only,4,4837ac55521364d58308
22634,1b780bebadb19a9725a7,Cc1cc(C)c(C)c(C(=O)n2cnc3ncnc(N)c32)c1C,TOXRIC_only,4,1b780bebadb19a9725a7
22635,c9166ea9dd87788737a0,Cc1cc(C)c(C)c(C(C)C2=NCCN2)c1C,TOXRIC_only,1,c9166ea9dd87788737a0
22636,2dd2e9b8ac89c7c57974,Cc1cc(C)c(C)c(C(O)C2=NCCN2)c1C,TOXRIC_only,3,2dd2e9b8ac89c7c57974
22637,99d236976b7ea46eb5ee,Cc1cc(C)c(C)c(C(O)Cn2ccnc2)c1C,TOXRIC_only,1,99d236976b7ea46eb5ee
22638,8cbaa5e8c48b718371aa,Cc1cc(C)c(C)c(C2C(=O)c3ccccc3C2=O)c1C,TOXRIC_only,2,8cbaa5e8c48b718371aa
22639,85a1e4398da1281b88c6,Cc1cc(C)c(C)c(C=C(C(=O)NN)N(C)C)c1C,TOXRIC_only,1,85a1e4398da1281b88c6
22640,e77ca4e27da2b843e601,Cc1cc(C)c(C)c(C=C(C(=O)NN)N(C)CC(C)c2ccccc2)c1C,TOXRIC_only,5,e77ca4e27da2b843e601
22641,a4abf350f4287011afc3,Cc1cc(C)c(C)c(C=C(NCC(C)c2ccccc2)C(=O)NN)c1C,TOXRIC_only,5,a4abf350f4287011afc3
22642,f028e75554b7a871d0f3,Cc1cc(C)c(C)c(C=NNC(=O)CN2CCCC2)c1C,TOXRIC_only,2,f028e75554b7a871d0f3
22643,80e4c52c8a99f4c49fbf,Cc1cc(C)c(C)c(C=NNC(=O)CN2CCOCC2)c1C,TOXRIC_only,1,80e4c52c8a99f4c49fbf
22644,caccdc81870d79d602cd,Cc1cc(C)c(C)c(C=NNC(=O)CNCCc2ccccc2)c1C,TOXRIC_only,2,caccdc81870d79d602cd
22645,713ab4f9cacdd941c10b,Cc1cc(C)c(C)c(CC2=NCC(C)N2)c1C,TOXRIC_only,2,713ab4f9cacdd941c10b
22646,433f521ef7f85c1f3158,Cc1cc(C)c(C)c(CC2=NCC(CO)N2)c1C,TOXRIC_only,1,433f521ef7f85c1f3158
22647,d56a26766c1a1e4abaab,Cc1cc(C)c(C)c(CC2=NCCCN2)c1C,TOXRIC_only,5,d56a26766c1a1e4abaab
22648,2534a797aaa4ab6d275d,Cc1cc(C)c(C)c(CC2=NCCN2)c1C,TOXRIC_only,1,2534a797aaa4ab6d275d
22649,89df11f78275f53473bb,Cc1cc(C)c(C)c(CCC2=NCCN2)c1C,TOXRIC_only,5,89df11f78275f53473bb
22650,b80ccab82ae9bfa56ebc,Cc1cc(C)c(C)c(N2CCN(CC(N)=O)C(c3ccccn3)C2)c1C,TOXRIC_only,2,b80ccab82ae9bfa56ebc
22651,ff6ef5e6c90ec15d400a,Cc1cc(C)c(C)c(N2CCN(CCC(N)=O)C(c3ccccn3)C2)c1C,TOXRIC_only,1,ff6ef5e6c90ec15d400a
22652,8396dd608eea591fc3f8,Cc1cc(C)c(C)c(N=C=O)c1C,TOXRIC_only,5,8396dd608eea591fc3f8
22653,8988346f4d946f478143,Cc1cc(C)c(C)c(OC(=O)NCO)c1,TOXRIC_only,4,8988346f4d946f478143
22654,fc045ddb7de1b500f460,Cc1cc(C)c(C)c(OC(C)C(=O)O)c1C,TOXRIC_only,1,fc045ddb7de1b500f460
22655,d297d901524ad6b98432,Cc1cc(C)c(C)c(OCC2=NCCN2)c1C,TOXRIC_only,3,d297d901524ad6b98432
22656,8bbe9b6f3d7371d1ce72,Cc1cc(C)c(C)c(OCCCC(=O)O)c1C,TOXRIC_only,5,8bbe9b6f3d7371d1ce72
22657,edfcb69e4ebdd30690c3,Cc1cc(C)c(C)c(SC(C)(C)C(=O)O)c1C,TOXRIC_only,2,edfcb69e4ebdd30690c3
22658,ad88723003f5771d1885,Cc1cc(C)c(C)c(SC(C)C(=O)O)c1C,TOXRIC_only,5,ad88723003f5771d1885
22659,4ecd3e7fce8b426745ac,Cc1cc(C)c(C)c(SCC(=O)O)c1C,TOXRIC_only,2,4ecd3e7fce8b426745ac
22660,1715967796f4daa3c7c2,Cc1cc(C)c(C)c(SCC2=NCCCN2)c1C,TOXRIC_only,1,1715967796f4daa3c7c2
22661,e83829f3437b3d258b9d,Cc1cc(C)c(C)c(SCC2=NCCN2)c1C,TOXRIC_only,3,e83829f3437b3d258b9d
22662,6f50734a1850d0f23416,Cc1cc(C)c(C)c(SCCC(=O)O)c1C,TOXRIC_only,5,6f50734a1850d0f23416
22663,d54afb03ff581fc8a90b,Cc1cc(C)c(C)c(SCCCC(=O)O)c1C,TOXRIC_only,5,d54afb03ff581fc8a90b
22664,ea6dc312040c1b7502b3,Cc1cc(C)c(C2(C)OCC(COC(N)=O)O2)c(C)c1,TOXRIC_only,5,ea6dc312040c1b7502b3
22665,95d23c351694838d332e,Cc1cc(C)c(C2(O)C(=O)c3ccccc3C2=O)c(O)c1,TOXRIC_only,1,95d23c351694838d332e
22666,92f0216f13398bfb04ad,Cc1cc(C)c(C2C(=O)c3ccccc3C2=O)c(C)c1,TOXRIC_only,4,92f0216f13398bfb04ad
22667,6c3db1a01954992c1e7b,Cc1cc(C)c(C2OCCN2C)c(C)c1,TOXRIC_only,1,6c3db1a01954992c1e7b
22668,3ee08194e2120859ad2a,Cc1cc(C)c(C2SCCS2)c(C)c1,TOXRIC_only,5,3ee08194e2120859ad2a
22669,2ef3c57fcd442f76bd0e,Cc1cc(C)c(C=C(C(=O)NN)N(C)C)c(C)c1,TOXRIC_only,5,2ef3c57fcd442f76bd0e
22670,4ed671b8842dbbd7193e,Cc1cc(C)c(C=C(C(=O)NN)N(C)CC(C)c2ccccc2)c(C)c1,TOXRIC_only,2,4ed671b8842dbbd7193e
22671,cc264741e6375dddabb5,Cc1cc(C)c(C=C(NC(C)Cc2ccccc2)C(=O)NN)c(C)c1,TOXRIC_only,5,cc264741e6375dddabb5
22672,4c35e7285e6eee2df9d3,Cc1cc(C)c(C=C(NCCc2ccccc2)C(=O)NN)c(C)c1,TOXRIC_only,1,4c35e7285e6eee2df9d3
22673,96449a744e4c8081ef4d,Cc1cc(C)c(C=NNC(=O)CN2CCOCC2)c(C)c1,TOXRIC_only,5,96449a744e4c8081ef4d
22674,b7e432547a1e3c092ae3,Cc1cc(C)c(CC(C)N)c(C)c1,TOXRIC_only,1,b7e432547a1e3c092ae3
22675,e565d83ba49a15312aa6,Cc1cc(C)c(CSC(=N)N)c(C)c1CSC(=N)N,TOXRIC_only,3,e565d83ba49a15312aa6
22676,81497f8901bfad79b5f5,Cc1cc(C)c(Cl)c(C(=O)O)c1C,mixed,3,81497f8901bfad79b5f5
22677,b176e970d1545ec5d245,Cc1cc(C)c(N)c(C)c1,mixed,5,b176e970d1545ec5d245
22678,1e0c801f68dc970b11ff,Cc1cc(C)c(N)cc1C,TOXRIC_only,3,1e0c801f68dc970b11ff
22679,e639b19ae6b5e25765d0,Cc1cc(C)c(N2C(=O)C(=Cc3cccc([N+](=O)[O-])c3)C(=O)N(c3ccc(F)cc3)C2=S)c(C)c1,TOXRIC_only,2,e639b19ae6b5e25765d0
22680,7375f75a5ab3e83126d1,Cc1cc(C)c(N2C(=O)C(=Cc3cccc([N+](=O)[O-])c3)C(=O)N(c3cccc(F)c3)C2=S)c(C)c1,TOXRIC_only,2,7375f75a5ab3e83126d1
22681,414e09495977a555b4a2,Cc1cc(C)c(N2CCN(CC(N)=O)C(C)C2)c(C)c1,TOXRIC_only,2,414e09495977a555b4a2
22682,a6faa41b9e486d684608,Cc1cc(C)c(N2CCN(CC(N)=O)C(Cc3ccccc3)C2)c(C)c1,TOXRIC_only,2,a6faa41b9e486d684608
22683,312788446cb298896150,Cc1cc(C)c(N2CCN(CC(N)=O)C(c3ccccc3)C2)c(C)c1,TOXRIC_only,5,312788446cb298896150
22684,1533c5d9ac0506be0e0c,Cc1cc(C)c(N2CCN(CCCC(N)=O)C(C)C2)c(C)c1,TOXRIC_only,4,1533c5d9ac0506be0e0c
22685,6057614db9e8c23c2480,Cc1cc(C)c(NC(=O)C(C)N2CCCCCC2)c(C)c1,TOXRIC_only,1,6057614db9e8c23c2480
22686,57ec9ef4da7b929b0c23,Cc1cc(C)c(NC(=O)C2=C(c3ccccc3)N3CCN=C3S2)c(C)c1,TOXRIC_only,4,57ec9ef4da7b929b0c23
22687,dfef6278e4737598f647,Cc1cc(C)c(NC(=O)CCCN2CCCCCC2)c(C)c1,TOXRIC_only,5,dfef6278e4737598f647
22688,dfc39e1b6dd96bda528d,Cc1cc(C)c(NC(=O)CCCN2CCOCC2)c(C)c1,TOXRIC_only,2,dfc39e1b6dd96bda528d
22689,b54de89298cda56c3629,Cc1cc(C)c(NC(=O)CCN2CCCCCC2)c(C)c1,TOXRIC_only,4,b54de89298cda56c3629
22690,54c8777d22c6f5c64e22,Cc1cc(C)c(NC(=O)CCNC(C)(C)C)c(C)c1,TOXRIC_only,2,54c8777d22c6f5c64e22
22691,97df3abb78172703ee40,Cc1cc(C)c(NC(=O)CCNC2CCCCC2)c(C)c1,TOXRIC_only,2,97df3abb78172703ee40
22692,b3c91b43b8c43a125fbd,Cc1cc(C)c(NC(=O)CN2C3C=CCC2CC3)c(C)c1,TOXRIC_only,5,b3c91b43b8c43a125fbd
22693,163df3d66149d753d48a,Cc1cc(C)c(NC(=O)CN2C3CCC2CC(O)C3)c(C)c1,TOXRIC_only,5,163df3d66149d753d48a
22694,e65614a183b0e2a20b8d,Cc1cc(C)c(NC(=O)CN2C3CCC2CC(OC(=O)c2ccccc2)C3)c(C)c1,TOXRIC_only,4,e65614a183b0e2a20b8d
22695,ae77cc7a46de6659d86e,Cc1cc(C)c(NC(=O)CN2CCC(O)CC2)c(C)c1,TOXRIC_only,3,ae77cc7a46de6659d86e
22696,33742aeb38936ab0a34a,Cc1cc(C)c(NC(=O)CN2CCC(OC(=O)c3ccccc3)CC2)c(C)c1,TOXRIC_only,2,33742aeb38936ab0a34a
22697,e2a4f9bbb5c1a53c5c2a,Cc1cc(C)c(NC(=O)CN2CCCCCC2)c(C)c1,TOXRIC_only,1,e2a4f9bbb5c1a53c5c2a
22698,87d796f1a4f67940b197,Cc1cc(C)c(NC(=O)CNC(C)(C)C)c(C)c1,TOXRIC_only,2,87d796f1a4f67940b197
22699,e980eeab91184e321985,Cc1cc(C)c(NC(=O)CNC2CC(C)(C)NC(C)(C)C2)c(C)c1,TOXRIC_only,3,e980eeab91184e321985
22700,63a8486a753424e210d8,Cc1cc(C)c(NC(=O)CNC2CC3CCC(C2)N3C)c(C)c1,TOXRIC_only,5,63a8486a753424e210d8
22701,aa340f550b619715e46b,Cc1cc(C)c(NC(=O)CSc2nc3ccccc3[nH]2)c(C)c1,TOXRIC_only,1,aa340f550b619715e46b
22702,9135c5ed29de007e2449,Cc1cc(C)c(NC(=O)C[N+](C)(C)CC(O)COc2cccc3ccccc23)c(C)c1,TOXRIC_only,5,9135c5ed29de007e2449
22703,6f5901ebc76c5b22de42,Cc1cc(C)c(NC(=O)N(CCCl)N=O)c(C)c1,TOXRIC_only,2,6f5901ebc76c5b22de42
22704,06eae59c39ec31a05266,Cc1cc(C)c(NC(=O)c2cc(C)no2)c(C)c1,TOXRIC_only,5,06eae59c39ec31a05266
22705,99e64f5a7673a6f058e7,Cc1cc(C)c(NC(=O)c2cc(C)on2)c(C)c1,TOXRIC_only,3,99e64f5a7673a6f058e7
22706,df4cb9202c960f8f629f,Cc1cc(C)c(NC(=O)c2cc(C)on2)c(C)n1,TOXRIC_only,5,df4cb9202c960f8f629f
22707,b8412f11aeced2af8e57,Cc1cc(C)c(NC(=O)c2cc(CO)on2)c(C)c1,TOXRIC_only,1,b8412f11aeced2af8e57
22708,7448b0ffe5c5fb4c5e41,Cc1cc(C)c(NCC(=O)Sc2nc3ccccc3[nH]2)c(C)c1,TOXRIC_only,5,7448b0ffe5c5fb4c5e41
22709,3881a881c9950c98963d,Cc1cc(C)c(NCC(O)C[N+](C)(C)C(C)C)c(C)c1,TOXRIC_only,3,3881a881c9950c98963d
22710,1ccb4c3a75f6b5e582d4,Cc1cc(C)c(NCC(O)C[N+](C)(C)Cc2ccccc2Cl)c(C)c1,TOXRIC_only,2,1ccb4c3a75f6b5e582d4
22711,700007a7812f4d87d3f0,Cc1cc(C)c(NCCN2CCOCC2)nn1,TOXRIC_only,5,700007a7812f4d87d3f0
22712,e62766ba88a545ce85cc,Cc1cc(C)c(NCn2nc(-c3ccncc3)oc2=S)c(C)c1,TOXRIC_only,5,e62766ba88a545ce85cc
22713,a8a4bf52265f99ee1d6f,Cc1cc(C)c(Nc2ccccc2C(=O)O)c(C)c1,TOXRIC_only,2,a8a4bf52265f99ee1d6f
22714,e5ef7346ee21071fad2a,Cc1cc(C)c(O)c(C)c1,TOXRIC_only,2,e5ef7346ee21071fad2a
22715,84fab4248ac3ee830cd6,Cc1cc(C)c2c(=O)[nH]sc2n1,mixed,4,84fab4248ac3ee830cd6
22716,bf43d62ca52114a91909,Cc1cc(C)c2c(=O)n(C(=O)NC3CCCCC3)sc2n1,TOXRIC_only,3,bf43d62ca52114a91909
22717,541ec1247fecff59c3da,Cc1cc(C)c2c(=O)n(C(=O)Nc3ccccc3)sc2n1,TOXRIC_only,1,541ec1247fecff59c3da
22718,77ec33a1bba08f13d4bd,Cc1cc(C)c2c(=O)n(C(=O)c3ccccc3)sc2n1,TOXRIC_only,2,77ec33a1bba08f13d4bd
22719,0cce9ad05ba737b726c2,Cc1cc(C)c2c(=O)n(CCCCN3CCN(c4ncccn4)CC3)sc2n1,TOXRIC_only,2,0cce9ad05ba737b726c2
22720,84383962dfcf0a10326a,Cc1cc(C)c2c(C)cc(=O)oc2c1S(=O)(=O)NC(=O)NN=C(c1ccccc1)c1ccccc1,TOXRIC_only,3,84383962dfcf0a10326a
22721,9362f3ecbbe3a93f103d,Cc1cc(C)c2c(C)cc(=O)oc2c1S(=O)(=O)NC(=O)NN=C1CCCCC1,TOXRIC_only,5,9362f3ecbbe3a93f103d
22722,7c2c12c0378b1778612e,Cc1cc(C)c2c(C)cc(=O)oc2c1S(=O)(=O)NC(=O)NN=CC=Cc1ccccc1,TOXRIC_only,4,7c2c12c0378b1778612e
22723,dd86fd042c931c734252,Cc1cc(C)c2c(C)cc(=O)oc2c1S(=O)(=O)NC(=O)Nc1ccc(Br)cc1,TOXRIC_only,2,dd86fd042c931c734252
22724,437bc6736705c8c98ffc,Cc1cc(C)c2c(C)cc(=O)oc2c1S(=O)(=O)NC(=O)Nc1ccccc1,TOXRIC_only,5,437bc6736705c8c98ffc
22725,fed7ca48473651ead6ef,Cc1cc(C)c2c(OCCCCN3CCC(c4ncccn4)CC3)nsc2n1,TOXRIC_only,2,fed7ca48473651ead6ef
22726,5579b8dce5dc2a5f5374,Cc1cc(C)c2c(c1)C(=O)C(=O)N2,mixed,1,5579b8dce5dc2a5f5374
22727,e14ff4864575cf7f05f6,Cc1cc(C)c2c(n1)S(=O)(=O)N(C)C(C(=O)N1CCN(C)CC1)=C2O,TOXRIC_only,4,e14ff4864575cf7f05f6
22728,d5db8de8e799eeee6165,Cc1cc(C)c2c(n1)S(=O)(=O)N(C)C(C(=O)NC1CCCCC1)=C2O,TOXRIC_only,1,d5db8de8e799eeee6165
22729,290a9ad6f688f2e95d57,Cc1cc(C)c2c(n1)S(=O)(=O)N(C)C(C(=O)Nc1ccccc1)=C2O,TOXRIC_only,1,290a9ad6f688f2e95d57
22730,419b35e1a2edcf04e410,Cc1cc(C)c2c(n1)S(=O)(=O)N(C)C(C(=O)Nc1ccccn1)=C2O,TOXRIC_only,3,419b35e1a2edcf04e410
22731,abd43aa5cf7aac960e8d,Cc1cc(C)c2c(n1)S(=O)(=O)N(C)C(C(=O)Nc1nccs1)=C2O,TOXRIC_only,4,abd43aa5cf7aac960e8d
22732,e5cc81b178403103453e,Cc1cc(C)c2c(n1)S(=O)(=O)N(C)C2=O,TOXRIC_only,1,e5cc81b178403103453e
22733,6d3ba9b19b0b50a76037,Cc1cc(C)c2c(n1)S(=O)(=O)N(C)c1c-2nn(C)c1-c1ccccc1,TOXRIC_only,4,6d3ba9b19b0b50a76037
22734,8239be1d74c7c614d3c4,Cc1cc(C)c2c(n1)S(=O)(=O)N(C)c1c-2nn(C)c1C,TOXRIC_only,2,8239be1d74c7c614d3c4
22735,db931418f4cb8e55750d,Cc1cc(C)c2c(n1)S(=O)(=O)N(CC(=O)c1ccccc1)C2=O,TOXRIC_only,3,db931418f4cb8e55750d
22736,148c4631ee83809ac7c6,Cc1cc(C)c2c(n1)S(=O)(=O)N(CCCCN1CCN(c3ncccn3)CC1)C2=O,TOXRIC_only,5,148c4631ee83809ac7c6
22737,42e06f308173f6732cac,Cc1cc(C)c2c(n1)S(=O)(=O)N(CCCN1CCN(c3ccccc3)CC1)C(C(=O)c1ccccc1)=C2O,TOXRIC_only,1,42e06f308173f6732cac
22738,1e2bfb1974318c846137,Cc1cc(C)c2c(n1)S(=O)(=O)N(CCCN1CCN(c3ccccc3)CC1)C2=O,TOXRIC_only,4,1e2bfb1974318c846137
22739,3773b692e003ce1f814a,Cc1cc(C)c2c(n1)S(=O)(=O)N(CCCN1CCN(c3ccccc3)CC1)c1c-2nn(C)c1-c1ccccc1,TOXRIC_only,1,3773b692e003ce1f814a
22740,933afd479787ec1588b9,Cc1cc(C)c2c(n1)S(=O)(=O)N(CCCN1CCN(c3ccccc3)CC1)c1c-2nn(C)c1C,TOXRIC_only,5,933afd479787ec1588b9
22741,7e4db74b4f64374eb455,Cc1cc(C)c2c(n1)S(=O)(=O)N(CCCN1CCN(c3ccccn3)CC1)C2=O,TOXRIC_only,2,7e4db74b4f64374eb455
22742,118ed5956e893c12b564,Cc1cc(C)c2c(n1)S(=O)(=O)N(CCCN1CCN(c3ccccn3)CC1)c1c-2nn(C)c1C,TOXRIC_only,5,118ed5956e893c12b564
22743,a7a4ab0fe83e373a9fc1,Cc1cc(C)c2c(n1)S(=O)(=O)N(CCCN1CCN(c3ncccn3)CC1)c1c-2nn(C)c1C,TOXRIC_only,1,a7a4ab0fe83e373a9fc1
22744,3a7dfaf5cf20299aefea,Cc1cc(C)c2c(n1)S(=O)(=O)N(CCOCCN1CCN(c3ncccn3)CC1)C2=O,TOXRIC_only,5,3a7dfaf5cf20299aefea
22745,9d1a0c13a79a7de7afcd,Cc1cc(C)c2c(n1)sc1c(=O)n(N)c(C)nc12,TOXRIC_only,5,9d1a0c13a79a7de7afcd
22746,c828eabfdecf716b544b,Cc1cc(C)c2c(n1)sc1c(=O)n(N=CC=Cc3ccccc3)c(C)nc12,TOXRIC_only,5,c828eabfdecf716b544b
